Gene	lnL_Null	lnL_Alt	LRT	SocOrigin	Class	Gene_Desc	pvalue	adj_pvalue
LOC725491	-2185.512302	-2185.512302	0	Apis	NonCanon	 GPI mannosyltransferase 1 	1	1
LOC725496	-5604.202395	-5604.202395	0	Apis	NonCanon	 dimethyladenosine transferase 1, mitochondrial 	1	1
LOC725505	-3032.881611	-3032.881611	0	Apis	NonCanon	 tetraspanin-33 	1	1
LOC725512	-7063.330133	-7063.330133	0	Apis	Canon	 RISC-loading complex subunit TARBP2 	1	1
LOC725529	-3798.624128	-3798.624128	0	Apis	NonCanon	 kynurenine/alpha-aminoadipate aminotransferase, mitochondrial 	1	1
LOC725539	-7693.150568	-7693.150568	0	Apis	NonCanon	 phosphoacetylglucosamine mutase 	1	1
LOC725551	-2735.472888	-2735.472888	0	Apis	Canon	 high mobility group protein DSP1 	1	1
LOC725552	-9518.70484	-9517.939703	1.53027	Apis	NonCanon	 DNA-directed RNA polymerase III subunit RPC1 	0.216071927079999	1
LOC725566	-1887.075269	-1887.075269	0	Apis	NonCanon	 succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial 	1	1
LOC725569	-4842.419093	-4842.419093	0	Apis	NonCanon	 UDP-xylose and UDP-N-acetylglucosamine transporter 	1	1
LOC725571	-5648.507227	-5648.507227	0	Apis	Canon	 protein transport protein Sec61 subunit alpha 	1	1
LOC725572	-1223.452245	-1223.452245	0	Apis	NonCanon	 ribonuclease kappa-B 	1	1
LOC725576	-8936.568149	-8936.568149	0	Apis	NonCanon	 protein GPR107 	1	1
LOC725603	-2563.552239	-2563.552239	0	Apis	NonCanon	 protein-cysteine N-palmitoyltransferase Rasp 	1	1
LOC725609	-852.022214	-852.022214	0	Apis	NonCanon	 heat shock factor binding protein 1-like 	1	1
LOC725611	-20478.209513	-20478.209513	0	Apis	NonCanon	 DNA polymerase alpha catalytic subunit 	1	1
LOC725612	-13447.423756	-13447.423756	0	Apis	NonCanon	 WASH complex subunit 5 	1	1
LOC725628	-3091.014915	-3091.014915	0	Apis	NonCanon	 N-alpha-acetyltransferase 40 	1	1
LOC725633	-1653.744069	-1653.744069	0	Apis	NonCanon	 probable DNA-directed RNA polymerases I and III subunit RPAC2 	1	1
LOC725641	-1089.461614	-1089.461614	0	Apis	NonCanon	 U6 snRNA-associated Sm-like protein LSm5 	1	1
LOC725661	-7088.938172	-7088.040197	1.79595	Apis	Canon	 uncharacterized LOC725661 	0.180202892302417	1
LOC725686	-929.313208	-929.313208	0	Apis	NonCanon	 CDC42 small effector protein homolog 	1	1
LOC725688	-2401.841913	-2400.790908	2.10201	Apis	Canon	 lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog 	0.147105645653317	1
LOC725690	-4183.361211	-4183.361211	0	Apis	NonCanon	 tetraspanin-3 	1	1
LOC725701	-7080.88993	-7080.88993	0	Apis	NonCanon	 sialin-like 	1	1
LOC725705	-1294.528024	-1294.528024	0	Apis	NonCanon	 mitochondrial import inner membrane translocase subunit Tim13 	1	1
LOC725719	-14067.21063	-14067.21063	0	Apis	NonCanon	 DNA-directed RNA polymerase I subunit RPA2 	1	1
LOC725744	-2708.708848	-2708.708848	0	Apis	NonCanon	 ubiquitin thioesterase otubain-like 	1	1
LOC725753	-3534.66171	-3534.66171	0	Apis	NonCanon	 transmembrane protein 45B 	1	1
LOC725756	-6755.901876	-6755.901876	0	Apis	Canon	 beta-galactosidase 	1	1
LOC725770	-9183.408364	-9183.408364	0	Apis	Canon	 phosphatidylinositol 3-kinase catalytic subunit type 3 	1	1
LOC725780	-4299.009893	-4299.009893	0	Apis	NonCanon	 ubiquitin carboxyl-terminal hydrolase calypso 	1	1
LOC725801	-4895.112643	-4894.870978	0.48333	Apis	NonCanon	 G/T mismatch-specific thymine DNA glycosylase 	0.486917822706554	1
LOC725835	-1358.767738	-1358.767738	0	Apis	NonCanon	 DNA polymerase epsilon subunit 4 	1	1
LOC725856	-1569.503077	-1569.503077	0	Apis	NonCanon	 ras-related protein Rab-6.2 	1	1
LOC725880	-784.86781	-784.86781	0	Apis	NonCanon	 small nuclear ribonucleoprotein F 	1	1
LOC725881	-3508.575371	-3508.575371	0	Apis	NonCanon	 uncharacterized LOC725881 	1	1
LOC725896	-6161.480061	-6160.153178	2.65377	Apis	NonCanon	 nucleoporin p58/p45 	0.103304637318259	1
LOC725899	-5339.377011	-5339.37701	2e-06	Apis	Canon	 alpha-N-acetylgalactosaminidase 	0.998871621209031	1
LOC725922	-7216.157292	-7211.085177	10.1442	Apis	NonCanon	 mitochondrial basic amino acids transporter 	0.00144755971388798	1
LOC725942	-1795.253238	-1795.121959	0.262558	Apis	NonCanon	 glutathione S-transferase 1-1 	0.608368195966885	1
LOC725947	-697.807638	-697.807639	-2e-06	Apis	NonCanon	 U6 snRNA-associated Sm-like protein LSm6 	1	1
LOC726002	-14658.623287	-14658.623287	0	Apis	Canon	 tyrosine-protein kinase hopscotch 	1	1
LOC726015	-3668.607417	-3667.790811	1.63321	Apis	NonCanon	 cytoplasmic dynein 2 light intermediate chain 1 	0.20125963474056	1
LOC726030	-9864.106025	-9863.418225	1.3756	Apis	NonCanon	 transmembrane protein 214-A 	0.240852051539274	1
LOC726040	-12602.926372	-12602.926372	0	Apis	NonCanon	 4-coumarate--CoA ligase 1 	1	1
LOC726061	-1378.641327	-1378.641327	0	Apis	NonCanon	 mitochondrial import inner membrane translocase subunit Tim10 	1	1
LOC726095	-4066.180824	-4066.180824	0	Apis	NonCanon	 galactoside 2-alpha-L-fucosyltransferase 2 	1	1
LOC726102	-7505.710179	-7502.903686	5.61299	Apis	NonCanon	 transmembrane protein 135 	0.0178278176200939	1
LOC726118	-1705.996099	-1705.996099	0	Apis	NonCanon	 uncharacterized LOC726118 	1	1
LOC726131	-1224.59276	-1224.59276	0	Apis	NonCanon	 mitochondrial import inner membrane translocase subunit Tim10B 	1	1
LOC726163	-3000.896417	-3000.896417	0	Apis	NonCanon	 methyltransferase-like protein 5 	1	1
LOC726164	-2473.851746	-2473.851746	0	Apis	NonCanon	 uncharacterized protein CG1161 	1	1
LOC726167	-3206.822937	-3206.822937	0	Apis	Canon	 lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog 	1	1
LOC726172	-4145.804163	-4145.774928	0.05847	Apis	Canon	 death-associated inhibitor of apoptosis 2 	0.808930716475846	1
LOC726187	-9029.701438	-9029.701434	8e-06	Apis	Canon	 AP-1 complex subunit beta-1 	0.997743244674816	1
LOC726197	-2042.178181	-2042.178181	0	Apis	Canon	 autophagy-related protein 101 	1	1
LOC726205	-3190.2966	-3190.2966	0	Apis	NonCanon	 inosine triphosphate pyrophosphatase 	1	1
LOC726212	-8535.514157	-8529.041963	12.9444	Apis	NonCanon	 25S rRNA (cytosine-C(5))-methyltransferase nop2 	0.000320879926000135	0.329543684002138
LOC726221	-1608.870756	-1608.870756	0	Apis	NonCanon	 transmembrane protein 14C 	1	1
LOC726227	-6974.602688	-6974.098701	1.00797	Apis	NonCanon	 DNA primase small subunit 	0.315389655804098	1
LOC726237	-3814.349961	-3814.349961	0	Apis	NonCanon	 protein disulfide-isomerase TMX3 	1	1
LOC726239	-3954.190849	-3954.190849	0	Apis	NonCanon	 putative lipoyltransferase 2, mitochondrial 	1	1
LOC726240	-1815.337061	-1815.337061	0	Apis	NonCanon	 globin-1 	1	1
LOC726253	-2813.1908	-2813.1908	0	Apis	NonCanon	 UDP-N-acetylglucosamine transferase subunit ALG13 homolog 	1	1
LOC726255	-5096.413816	-5088.869141	15.0894	Apis	NonCanon	 complex I intermediate-associated protein 30, mitochondrial 	0.000102537447204577	0.105716108067919
LOC726289	-2507.447409	-2507.347116	0.200586	Apis	Canon	 transcription factor AP-1 	0.654248258924796	1
LOC726302	-2535.089916	-2535.089916	0	Apis	NonCanon	 alpha-protein kinase 1 	1	1
LOC726303	-3610.855643	-3610.855643	0	Apis	NonCanon	 N-acetyltransferase family 8 member 3 	1	1
LOC726310	-12841.574327	-12841.574327	0	Apis	NonCanon	 GPI ethanolamine phosphate transferase 1 	1	1
LOC726315	-7369.258404	-7366.882095	4.75262	Apis	NonCanon	 sphingomyelin phosphodiesterase 1 	0.0292537215072749	1
LOC726352	-3609.726519	-3609.726519	0	Apis	NonCanon	 transmembrane protease serine 11B-like protein 	1	1
LOC726380	-4384.280287	-4384.280287	0	Apis	NonCanon	 protein-S-isoprenylcysteine O-methyltransferase 	1	1
LOC726389	-5685.354029	-5677.592742	15.5226	Apis	NonCanon	 glycerophosphodiester phosphodiesterase 1 	8.15247235330569e-05	0.0842965641331808
LOC726409	-1904.633285	-1904.633285	0	Apis	NonCanon	 peptidyl-prolyl cis-trans isomerase H 	1	1
LOC726414	-11924.663296	-11924.253047	0.820498	Apis	NonCanon	 protein windpipe 	0.365034602578059	1
LOC726418	-6035.896688	-6031.303957	9.18546	Apis	NonCanon	 flavin-containing monooxygenase FMO GS-OX-like 4 	0.00243945216727227	1
LOC726428	-2637.79596	-2637.79596	0	Apis	NonCanon	 probable RNA-binding protein EIF1AD 	1	1
LOC726476	-4810.374166	-4810.374166	0	Apis	NonCanon	 alpha-1,6-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase 	1	1
LOC726497	-27791.097108	-27789.978166	2.23788	Apis	Canon	 autophagy-related protein 2 homolog B 	0.134665500849169	1
LOC726498	-1533.439094	-1531.559442	3.7593	Apis	NonCanon	 mitochondrial import inner membrane translocase subunit Tim8 	0.0525145590031908	1
LOC726500	-1422.11114	-1422.11114	0	Apis	Canon	 eukaryotic translation initiation factor 2 subunit 1 	1	1
LOC726540	-15837.096845	-15832.160185	9.87332	Apis	NonCanon	 DNA (cytosine-5)-methyltransferase PliMCI 	0.00167692643216876	1
LOC726562	-8078.622562	-8078.622562	0	Apis	Canon	 phosphoinositide 3-kinase regulatory subunit 4 	1	1
LOC726579	-8552.774864	-8550.61061	4.32851	Apis	NonCanon	 cleft lip and palate transmembrane protein 1-like protein 	0.0374790405347124	1
LOC726583	-10079.320025	-10079.320025	0	Apis	NonCanon	 DNA polymerase eta 	1	1
LOC726609	-1844.775756	-1844.775756	0	Apis	NonCanon	 N-alpha-acetyltransferase 11 	1	1
LOC726637	-9594.429963	-9594.429963	0	Apis	Canon	 ubiquitin-like modifier-activating enzyme atg7 	1	1
LOC726666	-911.702885	-907.605493	8.19478	Apis	NonCanon	 mediator of RNA polymerase II transcription subunit 28 	0.00420110883543466	1
LOC726721	-686.181886	-686.181886	0	Apis	Canon	 protein transport protein Sec61 subunit gamma 	1	1
LOC726742	-13848.112216	-13848.112216	0	Apis	NonCanon	 chromosome transmission fidelity protein 18 homolog 	1	1
LOC726747	-1758.479065	-1758.479065	0	Apis	NonCanon	 cytochrome b-c1 complex subunit 8 	1	1
LOC726754	-4805.604477	-4805.604477	0	Apis	NonCanon	 kynurenine formamidase 	1	1
LOC726760	-8980.701714	-8980.701714	0	Apis	Canon	 inhibitor of nuclear factor kappa-B kinase subunit beta 	1	1
LOC726800	-4908.710991	-4908.710991	0	Apis	NonCanon	 probable RNA polymerase II nuclear localization protein SLC7A6OS 	1	1
LOC726811	-4441.705644	-4441.705644	0	Apis	NonCanon	 protein-lysine N-methyltransferase EEF2KMT 	1	1
LOC726812	-6198.628794	-6198.628794	0	Apis	NonCanon	 RNA polymerase I-specific transcription initiation factor RRN3 	1	1
LOC726822	-2817.314293	-2817.314292	2e-06	Apis	NonCanon	 geranylgeranyl transferase type-2 subunit beta 	0.998871621209031	1
LOC726826	-5685.581106	-5684.760887	1.64044	Apis	NonCanon	 peptidyl-prolyl cis-trans isomerase cyp11 	0.200265109073879	1
LOC726850	-1875.912607	-1875.912607	0	Apis	NonCanon	 cytochrome b5 	1	1
LOC726869	-7608.695253	-7608.695253	0	Apis	NonCanon	 transmembrane protein 209 	1	1
LOC726872	-2536.548186	-2536.548186	0	Apis	NonCanon	 LDLR chaperone boca 	1	1
LOC726887	-3264.677577	-3264.520765	0.313624	Apis	NonCanon	 ras-related protein Rab-32 	0.575464821817302	1
LOC726890	-4039.56576	-4030.670585	17.7904	Apis	NonCanon	 carbonic anhydrase 2 	2.46624472052715e-05	0.0256242826462771
LOC726923	-1197.805199	-1197.764228	0.081942	Apis	NonCanon	 DNA polymerase epsilon subunit 3 	0.774682721087432	1
LOC726928	-12041.334525	-12041.334525	0	Apis	NonCanon	 ras guanine nucleotide exchange factor Y 	1	1
LOC726947	-7490.612848	-7490.612845	6e-06	Apis	Canon	 TGF-beta-activated kinase 1 and MAP3K7-binding protein 3 	0.998045591906797	1
LOC726958	-2631.326238	-2631.326238	0	Apis	Canon	 tumor necrosis factor receptor superfamily member wengen 	1	1
LOC726983	-7621.561576	-7621.561576	0	Apis	NonCanon	 geranylgeranyl transferase type-2 subunit alpha 	1	1
LOC726999	-3885.508436	-3885.490677	0.035518	Apis	NonCanon	 iroquois-class homeodomain protein IRX-6 	0.850514346286369	1
LOC727004	-2400.775709	-2400.403672	0.744074	Apis	NonCanon	 putative glutathione-specific gamma-glutamylcyclotransferase 2 	0.388358947890064	1
LOC727009	-9838.737339	-9837.679571	2.11554	Apis	NonCanon	 cytoplasmic tRNA 2-thiolation protein 2 	0.145810614429734	1
LOC727022	-8906.160943	-8906.160943	0	Apis	NonCanon	 RNA polymerase II-associated protein 3 	1	1
LOC727025	-589.044256	-589.044256	0	Apis	NonCanon	 DNA-directed RNA polymerases I, II, and III subunit RPABC4 	1	1
LOC727027	-8379.07014	-8379.07014	0	Apis	NonCanon	 cleft lip and palate transmembrane protein 1 homolog 	1	1
LOC727048	-3674.14939	-3674.149385	1e-05	Apis	NonCanon	 methyltransferase-like protein 22 	0.997476871683194	1
LOC727116	-2543.784415	-2543.784415	0	Apis	NonCanon	 uncharacterized LOC727116 	1	1
LOC727122	-1120.547832	-1120.547832	0	Apis	NonCanon	 methyltransferase-like protein 17, mitochondrial 	1	1
LOC727146	-10203.759191	-10203.759191	0	Apis	Canon	 sphingomyelin phosphodiesterase 	1	1
LOC727186	-1439.80901	-1426.048716	27.5206	Apis	NonCanon	 dolichol-phosphate mannosyltransferase subunit 3 	1.5543015068405e-07	0.000163201658218252
LOC727229	-9289.624084	-9289.624084	0	Apis	NonCanon	 protein HIRA homolog 	1	1
LOC727237	-6714.747972	-6714.726984	0.041976	Apis	NonCanon	 carbonic anhydrase 2 	0.837665527555477	1
LOC727238	-25802.134687	-25802.126566	0.016242	Apis	NonCanon	 histone-lysine N-methyltransferase ash1 	0.898588909757583	1
LOC727299	-5624.773816	-5624.773816	0	Apis	NonCanon	 probable splicing factor, arginine/serine-rich 7 	1	1
LOC727303	-5357.933207	-5357.933207	0	Apis	NonCanon	 S-adenosylmethionine sensor upstream of mTORC1 	1	1
LOC727320	-7658.104132	-7658.104132	0	Apis	NonCanon	 U3 small nucleolar RNA-associated protein 18 homolog 	1	1
LOC727378	-934.450563	-934.450563	0	Apis	NonCanon	 peptidyl-prolyl cis-trans isomerase-like 1 	1	1
LOC727396	-14785.584118	-14785.584118	0	Apis	Canon	 eukaryotic translation initiation factor 2-alpha kinase 	1	1
LOC727420	-4414.333372	-4414.333372	0	Apis	NonCanon	 transmembrane protein 192 	1	1
LOC727456	-281.2702	-281.270196	8e-06	Apis	NonCanon	 glucose-6-phosphate 1-epimerase 	0.997743244674816	1
LOC727495	-11491.725499	-11491.725499	0	Apis	NonCanon	 valine--tRNA ligase, mitochondrial 	1	1
LOC727539	-3918.338366	-3918.3239	0.028932	Apis	NonCanon	 lysocardiolipin acyltransferase 1 	0.864936140022964	1
LOC727582	-4871.524689	-4871.524689	0	Apis	NonCanon	 tryptophan--tRNA ligase, cytoplasmic 	1	1
LOC727622	-5662.124711	-5662.124711	0	Apis	NonCanon	 probable aspartate aminotransferase, cytoplasmic 	1	1
LOC727634	-5974.074892	-5974.074891	2e-06	Apis	Canon	 activating molecule in BECN1-regulated autophagy protein 1 	0.998871621209031	1
LOC727652	-17794.48228	-17792.387696	4.18917	Apis	NonCanon	 cilia- and flagella-associated protein 65 	0.0406830106917522	1
NOS	-14246.310646	-14246.310646	0	Apis	Canon	 nitric oxide synthase 	1	1
PGRP-S3	-2052.809389	-2052.809389	0	Apis	Canon	 peptidoglycan recognition protein S3 	1	1
Ppib	-2074.688412	-2074.688412	0	Apis	NonCanon	 peptidylprolyl isomerase B (cyclophilin B) 	1	1
PPO	-8216.984349	-8216.615973	0.736752	Apis	Canon	 phenoloxidase subunit A3 	0.390703318981676	1
Pten	-1746.415915	-1746.415915	0	Apis	Canon	 phosphatase and tensin-like 	1	1
Rnft2	-6016.819021	-6016.819021	0	Apis	NonCanon	 ring finger protein, transmembrane 2 	1	1
RpL35	-1631.643467	-1631.643467	0	Apis	NonCanon	 ribosomal protein L35 	1	1
Smb	-1753.999994	-1753.999994	0	Apis	NonCanon	 small ribonucleoprotein particle protein B 	1	1
Snf	-2314.796268	-2314.796268	0	Apis	NonCanon	 U1 small nuclear ribonucleoprotein A 	1	1
STT3B	-7329.496637	-7329.496637	0	Apis	NonCanon	 STT3, subunit of the oligosaccharyltransferase complex, homolog B 	1	1
Tpi	-2709.466856	-2709.466856	0	Apis	NonCanon	 triosephosphate isomerase 	1	1
Tspan6	-4810.761441	-4808.070156	5.38257	Apis	Canon	 tetraspanin 6 	0.0203388954645079	1
Usp	-4582.078581	-4582.078581	0	Apis	NonCanon	 ultraspiracle 	1	1
Vg	-42675.877267	-42672.904097	5.94634	Apis	NonCanon	 vitellogenin 	0.0147478755092193	1
Vha16	-1298.027822	-1298.027822	0	Apis	Canon	 vacuolar H+ ATP synthase 16 kDa proteolipid subunit 	1	1
Arp1	-3664.219442	-3664.087769	0.263346	CorbSoc	Canon	 actin related protein 1 	0.607830670693342	1
B-gluc1	-8569.747487	-8569.747487	0	CorbSoc	Canon	 beta-1,3-glucan recognition protein 1 	1	1
Cox6c	-1488.839106	-1488.839106	0	CorbSoc	NonCanon	 cytochrome c oxidase subunit VIc 	1	1
CPR14	-1852.055367	-1852.055367	0	CorbSoc	NonCanon	 cuticular protein 14 	1	1
CPR19	-3262.068231	-3262.068231	0	CorbSoc	NonCanon	 cuticular protein 19 	1	1
CSP6	-1980.492021	-1980.492021	0	CorbSoc	NonCanon	 chemosensory protein 6 	1	1
CytC	-1420.378753	-1420.378753	0	CorbSoc	Canon	 mitochondrial cytochrome C 	1	1
Dcr-1	-17099.683964	-17099.683964	0	CorbSoc	Canon	 endoribonuclease Dicer-1 	1	1
Dl	-10519.998	-10519.998	0	CorbSoc	Canon	 dorsal 	1	1
Dnmt3	-9950.358765	-9950.358765	0	CorbSoc	NonCanon	 DNA methyltransferase 3 	1	1
Ecr	-4687.473094	-4687.473094	0	CorbSoc	NonCanon	 ecdysone receptor 	1	1
egh	-5743.818323	-5743.818323	0	CorbSoc	NonCanon	 beta-1,4-mannosyltransferase egh 	1	1
FAR1	-7125.180034	-7125.180034	0	CorbSoc	NonCanon	 fatty acyl-CoA reductase 1 	1	1
Gat-1B	-7476.069241	-7476.069241	0	CorbSoc	NonCanon	 GABA neurotransmitter transporter-1B 	1	1
Gat-a	-7591.100997	-7591.100997	0	CorbSoc	NonCanon	 GABA neurotransmitter transporter-1A 	1	1
Gfat2	-9211.231059	-9211.231059	0	CorbSoc	NonCanon	 glucosamine-fructose-6-phosphate aminotransferase 2 	1	1
GlnS	-5414.696249	-5414.696249	0	CorbSoc	NonCanon	 glutamine synthetase 	1	1
GstD1	-4391.810426	-4391.810426	0	CorbSoc	NonCanon	 glutathione S-transferase D1 	1	1
GstS4	-3262.074982	-3262.074982	0	CorbSoc	NonCanon	 glutathione S-transferase S4 	1	1
Imd	-4527.256933	-4526.000262	2.51334	CorbSoc	Canon	 immune deficiency 	0.11288644954986	1
Jtb	-8372.895303	-8372.895303	0	CorbSoc	NonCanon	 jumping translocation breakpoint protein 	1	1
KAT2A	-9513.002617	-9513.002617	0	CorbSoc	NonCanon	 K(lysine) acetyltransferase 2A 	1	1
LOC100379261	-6099.181145	-6102.187588	-6.01289	CorbSoc	NonCanon	 uncharacterized LOC100379261 	1	1
LOC100576099	-2091.739226	-2091.739226	0	CorbSoc	NonCanon	 carbohydrate sulfotransferase 11-like 	1	1
LOC100576186	-7572.673064	-7572.673064	0	CorbSoc	NonCanon	 alanine--glyoxylate aminotransferase 2, mitochondrial 	1	1
LOC100576195	-1537.066115	-1537.066115	0	CorbSoc	NonCanon	 protein ccsmst1 	1	1
LOC100576337	-3430.20972	-3430.20972	0	CorbSoc	NonCanon	 deleted in autism protein 1 homolog 	1	1
LOC100576383	-6942.364802	-6942.364802	0	CorbSoc	NonCanon	 mannosyl-oligosaccharide 1,2-alpha-mannosidase IA 	1	1
LOC100576411	-9058.815229	-9058.815229	0	CorbSoc	NonCanon	 uncharacterized LOC100576411 	1	1
LOC100576527	-8832.491826	-8832.491826	0	CorbSoc	Canon	 cyclic AMP-dependent transcription factor ATF-2 	1	1
LOC100576646	-3361.554338	-3361.554338	0	CorbSoc	NonCanon	 dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial 	1	1
LOC100576649	-8753.232562	-8753.232562	0	CorbSoc	NonCanon	 mismatch repair endonuclease PMS2 	1	1
LOC100576742	-15594.459358	-15594.459358	0	CorbSoc	Canon	 integrin beta-nu 	1	1
LOC100576795	-3885.806861	-3887.284917	-2.95611	CorbSoc	NonCanon	 uncharacterized protein YJR142W 	1	1
LOC100576801	-3750.00748	-3750.00748	0	CorbSoc	NonCanon	 malate dehydrogenase, cytoplasmic 	1	1
LOC100576818	-4875.846438	-4875.846438	0	CorbSoc	NonCanon	 dolichyl-phosphate beta-glucosyltransferase 	1	1
LOC100576819	-7677.787401	-7677.787401	0	CorbSoc	Canon	 putative inactive caspase B 	1	1
LOC100576826	-3583.49209	-3583.49209	0	CorbSoc	NonCanon	 LHFPL tetraspan subfamily member 5 protein 	1	1
LOC100576862	-6287.229925	-6287.229925	0	CorbSoc	NonCanon	 speckle targeted PIP5K1A-regulated poly(A) polymerase 	1	1
LOC100577002	-8138.79487	-8138.79487	0	CorbSoc	NonCanon	 multiple inositol polyphosphate phosphatase 1 	1	1
LOC100577050	-8139.563659	-8139.563659	0	CorbSoc	NonCanon	 uncharacterized LOC100577050 	1	1
LOC100577053	-9012.146513	-9012.146513	0	CorbSoc	NonCanon	 glycine dehydrogenase (decarboxylating), mitochondrial 	1	1
LOC100577136	-5982.329802	-5982.329802	0	CorbSoc	NonCanon	 diphthine methyltransferase 	1	1
LOC100577140	-8780.81843	-8780.81843	0	CorbSoc	NonCanon	 UDP-glucuronosyltransferase 2B19 	1	1
LOC100577174	-18796.043607	-18805.352855	-18.6185	CorbSoc	NonCanon	 ras-responsive element-binding protein 1 	1	1
LOC100577401	-16681.076957	-16681.076957	0	CorbSoc	NonCanon	 putative uncharacterized protein DDB_G0282133 	1	1
LOC100577423	-5055.051383	-5055.051383	0	CorbSoc	NonCanon	 methyltransferase-like protein 4 	1	1
LOC100577481	-7681.458005	-7681.458005	0	CorbSoc	NonCanon	 protein arginine N-methyltransferase 9 	1	1
LOC100577493	-9549.358116	-9549.358116	0	CorbSoc	NonCanon	 transmembrane and TPR repeat-containing protein 4 	1	1
LOC100577687	-7334.786271	-7334.786271	0	CorbSoc	NonCanon	 nucleoporin-like protein 2 	1	1
LOC100577690	-2328.033378	-2327.996525	0.073706	CorbSoc	Canon	 fas-associated death domain protein 	0.786015351343246	1
LOC100577763	-37561.937489	-37561.937489	0	CorbSoc	NonCanon	 small subunit processome component 20 homolog 	1	1
LOC100577764	-1764.959431	-1764.959431	0	CorbSoc	Canon	 ras-related protein Rab-5C 	1	1
LOC100577841	-4296.135934	-4296.135934	0	CorbSoc	NonCanon	 carbonic anhydrase 7 	1	1
LOC100577870	-1455.706144	-1455.706144	0	CorbSoc	NonCanon	 ras-related protein Rab-35 	1	1
LOC100577972	-67369.084608	-67369.084608	0	CorbSoc	NonCanon	 uncharacterized LOC100577972 	1	1
LOC100578030	-5498.665248	-5498.665248	0	CorbSoc	Canon	 antitrypsin 	1	1
LOC100578035	-3694.634995	-3694.634995	0	CorbSoc	NonCanon	 sphingolipid delta(4)-desaturase DES1 	1	1
LOC100578071	-27402.303478	-27402.303478	0	CorbSoc	NonCanon	 DNA polymerase zeta catalytic subunit 	1	1
LOC100578156	-4120.463366	-4120.463366	0	CorbSoc	Canon	 uncharacterized LOC100578156 	1	1
LOC100578168	-2228.421622	-2228.421622	0	CorbSoc	NonCanon	 glycoprotein 3-alpha-L-fucosyltransferase A 	1	1
LOC100578209	-4740.53392	-4740.53392	0	CorbSoc	NonCanon	 BTB/POZ domain-containing protein 6-B 	1	1
LOC100578215	-6345.326171	-6345.326171	0	CorbSoc	NonCanon	 N-acetylgalactosaminyltransferase 6 	1	1
LOC100578235	-1917.631042	-1917.631042	0	CorbSoc	NonCanon	 DNA-directed RNA polymerase I subunit RPA12 	1	1
LOC100578255	-23271.999573	-23271.999573	0	CorbSoc	NonCanon	 ras GTPase-activating-like protein IQGAP1 	1	1
LOC100578277	-1115.865265	-1115.865265	0	CorbSoc	NonCanon	 U11/U12 small nuclear ribonucleoprotein 25 kDa protein 	1	1
LOC100578329	-9287.681222	-9287.681222	0	CorbSoc	NonCanon	 fatty acyl-CoA reductase wat 	1	1
LOC100578356	-19587.580446	-19587.580446	0	CorbSoc	Canon	 apoptotic protease-activating factor 1-like 	1	1
LOC100578380	-2961.286797	-2961.286797	0	CorbSoc	NonCanon	 tRNA (guanine-N(7)-)-methyltransferase 	1	1
LOC100578433	-22931.83516	-22943.871008	-24.0717	CorbSoc	NonCanon	 transmembrane protein 131 	1	1
LOC100578450	-11515.389942	-11515.890751	-1.00162	CorbSoc	NonCanon	 histone-lysine N-methyltransferase SETD2 	1	1
LOC100578537	-11216.528267	-11216.528267	0	CorbSoc	Canon	 UV radiation resistance-associated gene protein 	1	1
LOC100578560	-1640.718441	-1640.718441	0	CorbSoc	NonCanon	 28S ribosomal protein S18c, mitochondrial 	1	1
LOC100578586	-10975.37352	-10975.37352	0	CorbSoc	NonCanon	 mediator of RNA polymerase II transcription subunit 15 	1	1
LOC100578697	-2797.760317	-2797.672769	0.175096	CorbSoc	NonCanon	 THUMP domain-containing protein 1 homolog 	0.675621981620351	1
LOC100578725	-1124.94426	-1124.94426	0	CorbSoc	NonCanon	 uncharacterized LOC100578725 	1	1
LOC100578875	-4993.847644	-4993.847644	0	CorbSoc	NonCanon	 beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase 	1	1
LOC100578893	-11035.416583	-11035.416583	0	CorbSoc	NonCanon	 uncharacterized LOC100578893 	1	1
LOC102653793	-5575.263462	-5575.263462	0	CorbSoc	NonCanon	 succinate--hydroxymethylglutarate CoA-transferase 	1	1
LOC102653879	-4434.832495	-4434.832495	0	CorbSoc	NonCanon	 homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 2 protein 	1	1
LOC102653930	-1477.985645	-1477.985645	0	CorbSoc	NonCanon	 DNA-directed RNA polymerase III subunit RPC10 	1	1
LOC102654014	-3590.845507	-3590.844371	0.002272	CorbSoc	NonCanon	 hemK methyltransferase family member 2 	0.961982828928728	1
LOC102654146	-4551.272661	-4551.272661	0	CorbSoc	NonCanon	 antifreeze protein Maxi 	1	1
LOC102654165	-4700.918603	-4700.918603	0	CorbSoc	NonCanon	 transmembrane protein 132C 	1	1
LOC102654312	-5272.535223	-5272.535223	0	CorbSoc	NonCanon	 KRR1 small subunit processome component homolog 	1	1
LOC102654349	-958.341616	-958.341616	0	CorbSoc	NonCanon	 DNA mismatch repair protein MutL-like 	1	1
