Gene	lnL_Null	lnL_Alt	LRT	SocOrigin	Class	Gene_Desc	pvalue	adj_pvalue
LOC552327	-4882.19507	-4882.19507	0	Habro	NonCanon	 UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase 	1	1
LOC552348	-2190.673094	-2190.672299	0.00159	Habro	NonCanon	 methyltransferase-like protein 23 	0.968192938558269	1
LOC552353	-1860.711495	-1860.711495	0	Habro	NonCanon	 DNA-directed RNA polymerase III subunit RPC4 	1	1
LOC552377	-4740.991125	-4737.79602	6.39021	Habro	NonCanon	 diacylglycerol O-acyltransferase 1 	0.0114751452136546	1
LOC552392	-5094.494736	-5091.908155	5.17316	Habro	NonCanon	 serine palmitoyltransferase 1 	0.02293845295895	1
LOC552398	-4583.272219	-4583.272219	0	Habro	NonCanon	 beta-1,3-galactosyltransferase 1-like 	1	1
LOC552403	-1389.656657	-1389.656657	0	Habro	NonCanon	 mediator of RNA polymerase II transcription subunit 10 	1	1
LOC552410	-1336.945188	-1336.945188	0	Habro	Canon	 V-type proton ATPase subunit e 2 	1	1
LOC552413	-3971.542816	-3971.542816	0	Habro	NonCanon	 scaffold protein salvador 	1	1
LOC552417	-7239.841354	-7239.841354	0	Habro	NonCanon	 acyl-CoA Delta(11) desaturase 	1	1
LOC552419	-2048.980072	-2047.516213	2.92772	Habro	Canon	 ras-like GTP-binding protein RhoL 	0.0870703783464068	1
LOC552424	-3303.79618	-3303.79618	0	Habro	NonCanon	 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 	1	1
LOC552426	-2634.953319	-2634.953319	0	Habro	NonCanon	 palmitoyltransferase ZDHHC7 	1	1
LOC552432	-5856.573343	-5856.573341	4e-06	Habro	NonCanon	 transmembrane protein 184C 	0.99840423194224	1
LOC552441	-2883.112982	-2883.112982	0	Habro	NonCanon	 transmembrane protein 256 homolog 	1	1
LOC552443	-2456.886203	-2455.582596	2.60721	Habro	NonCanon	 N-alpha-acetyltransferase 60 	0.106378769799318	1
LOC552449	-2508.751499	-2505.544598	6.4138	Habro	NonCanon	 mediator of RNA polymerase II transcription subunit 6 	0.0113236824879264	1
LOC552451	-4833.954719	-4833.264671	1.3801	Habro	NonCanon	 transmembrane and ubiquitin-like domain-containing protein 1 	0.24008411443342	1
LOC552455	-7510.057216	-7510.057216	0	Habro	NonCanon	 transmembrane 9 superfamily member 2 	1	1
LOC552460	-1442.372231	-1442.372231	0	Habro	NonCanon	 transmembrane protein 18 	1	1
LOC552476	-1278.73619	-1276.451258	4.56986	Habro	Canon	 V-type proton ATPase subunit F 	0.0325392245210891	1
LOC552479	-9842.678783	-9841.845544	1.66648	Habro	NonCanon	 protein draper 	0.196730673526278	1
LOC552485	-5727.437783	-5726.707537	1.46049	Habro	NonCanon	 glycylpeptide N-tetradecanoyltransferase 1 	0.22685217272558	1
LOC552488	-5060.111582	-5060.111582	0	Habro	NonCanon	 F-box only protein 28 	1	1
LOC552495	-10443.312817	-10441.93424	2.75715	Habro	NonCanon	 ATP-binding cassette sub-family D member 3 	0.0968205811086667	1
LOC552496	-9502.319911	-9500.105065	4.42969	Habro	NonCanon	 polypeptide N-acetylgalactosaminyltransferase 35A 	0.0353189222356737	1
LOC552501	-1707.092687	-1707.092687	0	Habro	NonCanon	 calcium load-activated calcium channel 	1	1
LOC552510	-7506.137971	-7504.638262	2.99942	Habro	NonCanon	 U6 small nuclear RNA (adenine-(43)-N(6))-methyltransferase 	0.0832943306243996	1
LOC552511	-3716.204702	-3716.204702	0	Habro	NonCanon	 GTP:AMP phosphotransferase AK3, mitochondrial 	1	1
LOC552516	-3838.053369	-3838.053369	0	Habro	NonCanon	 glucoside xylosyltransferase 1 	1	1
LOC552520	-3952.905088	-3939.451186	26.9078	Habro	Canon	 AP-3 complex subunit mu-1 	2.13395924865882e-07	0.000221504970010785
LOC552522	-7293.424322	-7293.276479	0.295686	Habro	NonCanon	 alpha-(1,6)-fucosyltransferase 	0.586599637118766	1
LOC552528	-8221.948983	-8221.948983	0	Habro	Canon	 calnexin 	1	1
LOC552529	-1442.897344	-1442.897344	0	Habro	NonCanon	 U6 snRNA-associated Sm-like protein LSm4 	1	1
LOC552531	-1156.348296	-1156.348296	0	Habro	NonCanon	 10 kDa heat shock protein, mitochondrial 	1	1
LOC552533	-6632.091138	-6625.887488	12.4073	Habro	NonCanon	 GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase 	0.000427658751423896	0.428941727678168
LOC552549	-5889.385696	-5889.385696	0	Habro	Canon	 ribosomal protein S6 kinase beta-1 	1	1
LOC552551	-1412.12273	-1411.469747	1.30597	Habro	NonCanon	 small integral membrane protein 14 	0.253125607110952	1
LOC552562	-5274.476311	-5273.66977	1.61308	Habro	NonCanon	 transmembrane protein 53-A 	0.204059388925938	1
LOC552566	-6579.817374	-6571.59233	16.4501	Habro	NonCanon	 1-acyl-sn-glycerol-3-phosphate acyltransferase gamma 	4.99475472332825e-05	0.050746707989015
LOC552571	-7718.890633	-7718.85041	0.080446	Habro	Canon	 serine/threonine-protein kinase unc-51 	0.7766939129567	1
LOC552590	-4500.594529	-4500.594529	0	Habro	NonCanon	 transmembrane protein 120 homolog 	1	1
LOC552592	-7849.280448	-7849.27793	0.005036	Habro	NonCanon	 facilitated trehalose transporter Tret1 	0.943425786283415	1
LOC552599	-1674.241266	-1658.424891	31.6328	Habro	NonCanon	 DNA-directed RNA polymerase II subunit RPB7 	1.86256961555811e-08	1.94079753941155e-05
LOC552607	-3788.726691	-3788.726691	0	Habro	NonCanon	 probable DNA-directed RNA polymerase III subunit RPC6 	1	1
LOC552641	-5477.076131	-5477.076097	6.8e-05	Habro	NonCanon	 39S ribosomal protein L2, mitochondrial 	0.993420549924706	1
LOC552643	-9172.138297	-9172.138297	0	Habro	NonCanon	 transmembrane protein adipocyte-associated 1 homolog 	1	1
LOC552654	-2661.912559	-2661.909226	0.006666	Habro	NonCanon	 proteasome subunit alpha type-1 	0.934928558234147	1
LOC552656	-6492.669253	-6491.849988	1.63853	Habro	NonCanon	 probable 39S ribosomal protein L45, mitochondrial 	0.200527277338905	1
LOC552658	-12945.162134	-12944.376851	1.57057	Habro	NonCanon	 DNA-directed RNA polymerase III subunit RPC2 	0.210124255206159	1
LOC552662	-5092.139531	-5092.139531	0	Habro	NonCanon	 non-canonical poly(A) RNA polymerase PAPD5-like 	1	1
LOC552674	-12033.106849	-12029.327092	7.55951	Habro	NonCanon	 shugoshin 2 	0.00596942202541071	1
LOC552686	-2397.572917	-2397.572917	0	Habro	NonCanon	 breast cancer metastasis-suppressor 1-like protein 	1	1
LOC552688	-3353.988371	-3353.988371	0	Habro	NonCanon	 acyl-CoA:lysophosphatidylglycerol acyltransferase 1 	1	1
LOC552696	-5000.186759	-5000.186759	0	Habro	NonCanon	 histone acetyltransferase KAT8 	1	1
LOC552715	-3717.694843	-3717.694843	0	Habro	NonCanon	 U5 small nuclear ribonucleoprotein 40 kDa protein 	1	1
LOC552719	-1355.368437	-1355.368437	0	Habro	NonCanon	 mediator of RNA polymerase II transcription subunit 11 	1	1
LOC552720	-2766.661922	-2760.63264	12.0586	Habro	Canon	 V-type proton ATPase subunit E 	0.000515539940129574	0.515024400189444
LOC552721	-2724.954687	-2724.954687	0	Habro	Canon	 CD63 antigen 	1	1
LOC552723	-6989.109508	-6986.511665	5.19569	Habro	NonCanon	 transmembrane 9 superfamily member 4 	0.0226429643025486	1
LOC552725	-7215.597753	-7214.047379	3.10075	Habro	NonCanon	 N-acetylglucosamine-1-phosphotransferase subunits alpha/beta 	0.0782562340948058	1
LOC552730	-1983.458616	-1977.30253	12.3122	Habro	NonCanon	 ras-related protein Rab-24 	0.000450007255862904	0.450457263118767
LOC552734	-3613.920663	-3613.920663	0	Habro	NonCanon	 poly(U)-specific endoribonuclease homolog 	1	1
LOC552745	-5319.352099	-5319.352099	0	Habro	NonCanon	 O-phosphoseryl-tRNA(Sec) selenium transferase 	1	1
LOC552747	-8788.771673	-8788.578848	0.38565	Habro	NonCanon	 glucosidase 2 subunit beta 	0.534594855393841	1
LOC552748	-5417.381455	-5417.381455	0	Habro	NonCanon	 histone acetyltransferase type B catalytic subunit 	1	1
LOC552756	-5473.30662	-5473.30662	0	Habro	Canon	 cathepsin L1 	1	1
LOC552766	-5316.586693	-5316.586693	0	Habro	Canon	 tubulin alpha chain 	1	1
LOC552769	-3741.267868	-3741.267868	0	Habro	NonCanon	 ubiA prenyltransferase domain-containing protein 1 homolog 	1	1
LOC552772	-1496.735663	-1496.735663	0	Habro	NonCanon	 EEF1A lysine methyltransferase 1 	1	1
LOC552776	-7487.052695	-7487.052695	0	Habro	NonCanon	 signal recognition particle subunit SRP68 	1	1
LOC552779	-1772.783973	-1772.783965	1.6e-05	Habro	NonCanon	 ubiquitin-conjugating enzyme E2 G2 	0.996808470267537	1
LOC552787	-10201.479873	-10201.479873	0	Habro	NonCanon	 DNA topoisomerase 3-beta-1 	1	1
LOC552794	-14930.534128	-14923.835938	13.3964	Habro	NonCanon	 mediator of RNA polymerase II transcription subunit 14 	0.00025210769886333	0.253872452755374
LOC552802	-1569.485161	-1568.204677	2.56097	Habro	NonCanon	 COX assembly mitochondrial protein homolog 	0.109531360314245	1
LOC552804	-5445.365725	-5445.365725	0	Habro	NonCanon	 tubulin-specific chaperone cofactor E-like protein 	1	1
LOC552807	-1732.097224	-1732.096234	0.00198	Habro	NonCanon	 prefoldin subunit 6 	0.964508091080031	1
LOC552827	-649.292971	-649.292971	0	Habro	NonCanon	 probable small nuclear ribonucleoprotein G 	1	1
LOC552832	-4644.1973	-4644.188385	0.01783	Habro	NonCanon	 glycine N-methyltransferase 	0.893775012700659	1
LOC724169	-2677.673498	-2677.673498	0	Habro	Canon	 transcription factor kayak 	1	1
LOC724170	-5173.299843	-5173.299843	0	Habro	NonCanon	 DNA polymerase beta-like 	1	1
LOC724188	-1178.681895	-1178.681895	0	Habro	Canon	 protein transport protein Sec61 subunit beta 	1	1
LOC724215	-19351.077173	-19351.077173	0	Habro	NonCanon	 DNA topoisomerase 2 	1	1
LOC724216	-4453.290158	-4453.290158	0	Habro	NonCanon	 juvenile hormone acid O-methyltransferase 	1	1
LOC724218	-4693.633051	-4693.627225	0.011652	Habro	NonCanon	 metallophosphoesterase 1 homolog 	0.914039772841126	1
LOC724239	-5512.472006	-5512.472006	0	Habro	NonCanon	 kynurenine/alpha-aminoadipate aminotransferase, mitochondrial 	1	1
LOC724241	-1180.440139	-1180.440139	0	Habro	NonCanon	 N-alpha-acetyltransferase 38-B, NatC auxiliary subunit 	1	1
LOC724247	-7255.095817	-7254.530228	1.13118	Habro	NonCanon	 rRNA methyltransferase 3, mitochondrial 	0.287523782679622	1
LOC724256	-2896.896072	-2896.896072	0	Habro	NonCanon	 neuferricin 	1	1
LOC724291	-5076.180347	-5076.180347	0	Habro	Canon	 tubulin alpha-1 chain 	1	1
LOC724292	-5265.842237	-5265.745114	0.194246	Habro	NonCanon	 disks large 1 tumor suppressor protein 	0.65940595601866	1
LOC724296	-9725.366477	-9722.445707	5.84154	Habro	NonCanon	 DNA mismatch repair protein Mlh1 	0.0156521213496762	1
LOC724303	-1623.480765	-1623.480765	0	Habro	Canon	 AP-1 complex subunit sigma-2 	1	1
LOC724323	-4953.708356	-4953.708356	0	Habro	NonCanon	 problable inactive peptidyl-prolyl cis-trans isomerase-like 6 	1	1
LOC724339	-7432.374004	-7432.374004	0	Habro	NonCanon	 phosphatidylinositol N-acetylglucosaminyltransferase subunit Q 	1	1
LOC724341	-3283.132319	-3283.11618	0.032278	Habro	NonCanon	 endoplasmic reticulum resident protein 29 	0.85741887635951	1
LOC724343	-1742.921406	-1742.349971	1.14287	Habro	NonCanon	 DNA-directed RNA polymerase III subunit RPC9-like 	0.285046697911886	1
LOC724350	-2653.790198	-2653.790198	0	Habro	NonCanon	 4-hydroxybenzoate polyprenyltransferase, mitochondrial 	1	1
LOC724365	-1522.298451	-1522.298451	0	Habro	NonCanon	 ragulator complex protein LAMTOR4 homolog 	1	1
LOC724366	-1862.769194	-1862.744279	0.04983	Habro	NonCanon	 ras-related protein Rap-2a 	0.823359350782743	1
LOC724386	-3061.953022	-3061.953022	0	Habro	Canon	 NPC intracellular cholesterol transporter 2 	1	1
LOC724407	-174.988001	-174.987996	1e-05	Habro	NonCanon	 uncharacterized LOC724407 	0.997476871683194	1
LOC724408	-1514.739114	-1514.739114	0	Habro	Canon	 ras-related GTP-binding protein A 	1	1
LOC724423	-25722.776325	-25721.638031	2.27659	Habro	NonCanon	 DNA polymerase theta 	0.131340365914678	1
LOC724432	-4439.01216	-4436.808536	4.40725	Habro	NonCanon	 ribosomal RNA processing protein 36 homolog 	0.0357864872985314	1
LOC724443	-4991.784579	-4991.784579	0	Habro	NonCanon	 lysophospholipid acyltransferase 5 	1	1
LOC724486	-1580.549309	-1580.549309	0	Habro	NonCanon	 probable N-acetyltransferase san 	1	1
LOC724488	-3318.600308	-3318.068812	1.06299	Habro	NonCanon	 protein lethal(2)essential for life 	0.302534224655922	1
LOC724496	-6303.655814	-6303.655814	0	Habro	NonCanon	 adenylyltransferase and sulfurtransferase MOCS3 	1	1
LOC724510	-13874.332886	-13859.461985	29.7418	Habro	NonCanon	 neuropathy target esterase sws 	4.93589691702313e-08	5.13333279370405e-05
LOC724533	-1635.691831	-1635.691831	0	Habro	NonCanon	 small nuclear ribonucleoprotein Sm D3 	1	1
LOC724542	-9428.614524	-9426.67271	3.88363	Habro	NonCanon	 U3 small nucleolar RNA-associated protein 4 homolog 	0.0487590278469809	1
LOC724625	-693.014415	-693.014415	0	Habro	NonCanon	 DNA-directed RNA polymerases I, II, and III subunit RPABC5 	1	1
LOC724630	-1306.240236	-1306.240236	0	Habro	NonCanon	 transmembrane protein 230 	1	1
LOC724648	-2501.380828	-2501.380828	0	Habro	NonCanon	 N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase 	1	1
LOC724654	-1841.807925	-1841.767474	0.080902	Habro	NonCanon	 cytochrome b5 	0.776078749633418	1
LOC724656	-11822.591762	-11811.823501	21.5365	Habro	NonCanon	 RNA cytidine acetyltransferase 	3.47157870066067e-06	0.00356878290427917
LOC724700	-5595.129025	-5595.129025	0	Habro	NonCanon	 putative transferase CAF17 homolog, mitochondrial 	1	1
LOC724703	-8121.688519	-8117.819182	7.73867	Habro	Canon	 modular serine protease 	0.00540505964709981	1
LOC724704	-5423.795086	-5423.795086	0	Habro	NonCanon	 cytoplasmic polyadenylation element-binding protein 2 	1	1
LOC724710	-3302.561542	-3300.521728	4.07963	Habro	NonCanon	 transmembrane protein 59-like 	0.0434031620536965	1
LOC724741	-9711.042761	-9711.042761	0	Habro	NonCanon	 lipase maturation factor 2 	1	1
LOC724742	-4389.466389	-4389.466389	0	Habro	NonCanon	 probable methyltransferase-like protein 15 homolog 	1	1
LOC724769	-1441.037036	-1441.037036	0	Habro	NonCanon	 protein C10 	1	1
LOC724786	-1656.530635	-1656.530635	0	Habro	NonCanon	 zinc finger HIT domain-containing protein 3 	1	1
LOC724790	-3181.995268	-3180.551331	2.88787	Habro	NonCanon	 39S ribosomal protein L41, mitochondrial 	0.089248847985528	1
LOC724794	-1300.948335	-1300.948335	0	Habro	NonCanon	 multifunctional methyltransferase subunit TRM112-like protein 	1	1
LOC724798	-5221.140678	-5219.889446	2.50246	Habro	NonCanon	 tRNA (guanine(10)-N2)-methyltransferase homolog 	0.113668620182449	1
LOC724809	-9249.932693	-9247.954618	3.95615	Habro	NonCanon	 WD repeat-containing protein 46 	0.0467003983136476	1
LOC724827	-2956.028566	-2952.817429	6.42227	Habro	NonCanon	 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7 	0.0112698016560418	1
LOC724863	-8316.164918	-8316.130713	0.06841	Habro	NonCanon	 RNA polymerase II subunit B1 CTD phosphatase Rpap2 	0.793666041797884	1
LOC724865	-13064.251468	-13061.211137	6.08066	Habro	NonCanon	 ABC transporter G family member 20 	0.0136669700999128	1
LOC724885	-3015.802335	-3015.802335	0	Habro	NonCanon	 zinc finger protein 395 	1	1
LOC724888	-1162.217184	-1162.217184	0	Habro	NonCanon	 ras association domain-containing protein 2 	1	1
LOC724891	-7414.824201	-7412.632401	4.3836	Habro	NonCanon	 DNA polymerase epsilon subunit 2 	0.0362862806066204	1
LOC724896	-901.492393	-901.492393	0	Habro	NonCanon	 transmembrane protein 170A 	1	1
LOC724926	-10599.987257	-10599.568927	0.83666	Habro	NonCanon	 DNA polymerase alpha subunit B 	0.360353762955366	1
LOC724930	-8429.660892	-8426.574883	6.17202	Habro	Canon	 caspase-8 	0.0129786334648447	1
LOC724932	-5569.862434	-5567.875975	3.97292	Habro	NonCanon	 xyloside xylosyltransferase 1 	0.0462375258766358	1
LOC724947	-3718.875857	-3718.875851	1.2e-05	Habro	NonCanon	 lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase 	0.997236052332126	1
LOC724948	-10885.724035	-10885.652267	0.143536	Habro	NonCanon	 protein KRI1 homolog 	0.704790750651749	1
LOC724953	-2907.798634	-2907.798634	0	Habro	NonCanon	 U6 snRNA phosphodiesterase 	1	1
LOC724954	-1912.788713	-1911.543351	2.49072	Habro	NonCanon	 rhodanese domain-containing protein CG4456 	0.114519323922701	1
LOC725023	-5979.156928	-5979.156928	0	Habro	NonCanon	 mediator of RNA polymerase II transcription subunit 26 	1	1
LOC725026	-5293.066099	-5293.066099	0	Habro	NonCanon	 retinol dehydrogenase 10-A 	1	1
LOC725044	-5836.075511	-5836.075511	0	Habro	NonCanon	 TAF5-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 5L 	1	1
LOC725055	-604.711734	-603.773967	1.87553	Habro	NonCanon	 gamma-glutamylcyclotransferase 	0.170843063314109	1
LOC725111	-11561.598208	-11554.716729	13.763	Habro	Canon	 piwi-like protein Ago3 	0.000207380647887549	0.209247073718537
LOC725142	-937.014352	-937.014352	0	Habro	NonCanon	 U6 snRNA-associated Sm-like protein LSm2 	1	1
LOC725143	-4412.492688	-4412.492688	0	Habro	NonCanon	 probable U3 small nucleolar RNA-associated protein 11 	1	1
LOC725146	-4320.603881	-4320.603881	0	Habro	NonCanon	 very-long-chain enoyl-CoA reductase 	1	1
LOC725149	-12536.270983	-12536.226144	0.089678	Habro	NonCanon	 GPI ethanolamine phosphate transferase 2 	0.764586911674576	1
LOC725178	-8410.321631	-8410.102648	0.437966	Habro	Canon	 chitooligosaccharidolytic beta-N-acetylglucosaminidase 	0.508105817789036	1
LOC725184	-1252.542751	-1252.542751	0	Habro	Canon	 gamma-aminobutyric acid receptor-associated protein 	1	1
LOC725204	-4051.897758	-4051.559093	0.67733	Habro	NonCanon	 tyrosine aminotransferase 	0.410507647940237	1
LOC725216	-23574.864438	-23574.864438	0	Habro	NonCanon	 DNA-directed RNA polymerase I subunit RPA1 	1	1
LOC725238	-4055.351446	-4055.344032	0.014828	Habro	NonCanon	 histone H1 	0.903080955427469	1
LOC725240	-1341.101357	-1340.127688	1.94734	Habro	NonCanon	 mitochondrial import inner membrane translocase subunit Tim9 	0.162873779649877	1
LOC725261	-1901.028249	-1900.271419	1.51366	Habro	NonCanon	 carbonic anhydrase 6 	0.218581451174464	1
LOC725266	-1599.009025	-1599.009025	0	Habro	NonCanon	 oligosaccharyltransferase complex subunit ostc-A 	1	1
LOC725306	-25341.303977	-25341.303976	2e-06	Habro	NonCanon	 TATA-binding protein-associated factor 172 	0.998871621209031	1
LOC725316	-1530.185025	-1529.625207	1.11964	Habro	NonCanon	 transmembrane protein 208 	0.289995984451785	1
LOC725320	-9084.42224	-9082.919965	3.00455	Habro	NonCanon	 N-alpha-acetyltransferase 35, NatC auxiliary subunit 	0.0830310307512521	1
LOC725325	-6961.336818	-6961.248167	0.177302	Habro	NonCanon	 glucose-6-phosphate 1-dehydrogenase 	0.673702185424093	1
LOC725330	-6684.765403	-6682.887897	3.75501	Habro	NonCanon	 DNA polymerase delta small subunit 	0.0526494807965585	1
LOC725343	-7670.327336	-7670.327335	2e-06	Habro	NonCanon	 alkyldihydroxyacetonephosphate synthase 	0.998871621209031	1
LOC725345	-1106.836373	-1106.736447	0.199852	Habro	NonCanon	 ras-like protein family member 10B 	0.654840333875517	1
LOC725348	-5127.499795	-5127.499795	0	Habro	NonCanon	 DNA mismatch repair protein Msh2 	1	1
LOC725362	-3364.669791	-3364.669791	0	Habro	NonCanon	 protein arginine N-methyltransferase 1 	1	1
LOC725363	-4369.613344	-4369.613344	0	Habro	NonCanon	 isopentenyl-diphosphate Delta-isomerase 1 	1	1
LOC725368	-5182.220758	-5182.220758	0	Habro	Canon	 probable serine/threonine-protein kinase DDB_G0283337 	1	1
LOC725374	-2601.120104	-2601.120104	0	Habro	Canon	 dual specificity mitogen-activated protein kinase kinase 6 	1	1
LOC725388	-8559.149408	-8559.149209	0.000398	Habro	Canon	 probable RNA helicase armi 	0.984083308819013	1
LOC725416	-1614.246195	-1614.246195	0	Habro	NonCanon	 U1 small nuclear ribonucleoprotein C 	1	1
LOC725459	-3232.965509	-3232.965509	0	Habro	NonCanon	 transmembrane protein 267 	1	1
LOC725477	-7615.290825	-7615.290825	0	Habro	NonCanon	 transmembrane protein 245 	1	1
LOC725478	-2649.499528	-2649.499528	0	Habro	NonCanon	 N-acetyltransferase 6 	1	1
LOC725486	-10207.654338	-10207.654338	0	Habro	NonCanon	 2',5'-phosphodiesterase 12 	1	1
LOC725491	-2187.376181	-2187.376181	0	Habro	NonCanon	 GPI mannosyltransferase 1 	1	1
LOC725496	-5604.507413	-5603.114317	2.78619	Habro	NonCanon	 dimethyladenosine transferase 1, mitochondrial 	0.0950800432189816	1
LOC725505	-3032.881611	-3032.881611	0	Habro	NonCanon	 tetraspanin-33 	1	1
LOC725512	-7057.250356	-7049.997855	14.505	Habro	Canon	 RISC-loading complex subunit TARBP2 	0.000139788023738717	0.141605268047321
LOC725529	-3796.815741	-3796.430474	0.770534	Habro	NonCanon	 kynurenine/alpha-aminoadipate aminotransferase, mitochondrial 	0.38005190583988	1
LOC725539	-7693.720314	-7693.720314	0	Habro	NonCanon	 phosphoacetylglucosamine mutase 	1	1
LOC725551	-2735.472888	-2735.472888	0	Habro	Canon	 high mobility group protein DSP1 	1	1
LOC725552	-9520.068352	-9520.068352	0	Habro	NonCanon	 DNA-directed RNA polymerase III subunit RPC1 	1	1
LOC725566	-1887.537196	-1883.220501	8.63339	Habro	NonCanon	 succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial 	0.00330056803530218	1
LOC725569	-4840.404368	-4838.24509	4.31856	Habro	NonCanon	 UDP-xylose and UDP-N-acetylglucosamine transporter 	0.0376988116881797	1
LOC725571	-5648.392316	-5648.392316	0	Habro	Canon	 protein transport protein Sec61 subunit alpha 	1	1
LOC725572	-1222.689287	-1218.655496	8.06758	Habro	NonCanon	 ribonuclease kappa-B 	0.0045064262700599	1
LOC725576	-8935.463244	-8935.463244	0	Habro	NonCanon	 protein GPR107 	1	1
LOC725603	-2563.327281	-2563.327281	0	Habro	NonCanon	 protein-cysteine N-palmitoyltransferase Rasp 	1	1
LOC725609	-852.022214	-852.022214	0	Habro	NonCanon	 heat shock factor binding protein 1-like 	1	1
LOC725611	-20476.798914	-20476.798914	0	Habro	NonCanon	 DNA polymerase alpha catalytic subunit 	1	1
LOC725612	-13451.668794	-13451.668794	0	Habro	NonCanon	 WASH complex subunit 5 	1	1
LOC725628	-3088.959741	-3088.959741	0	Habro	NonCanon	 N-alpha-acetyltransferase 40 	1	1
LOC725633	-1653.363538	-1653.363538	0	Habro	NonCanon	 probable DNA-directed RNA polymerases I and III subunit RPAC2 	1	1
LOC725641	-1089.461614	-1089.461614	0	Habro	NonCanon	 U6 snRNA-associated Sm-like protein LSm5 	1	1
LOC725661	-7092.660308	-7092.660308	0	Habro	Canon	 uncharacterized LOC725661 	1	1
LOC725686	-929.251748	-929.241774	0.019948	Habro	NonCanon	 CDC42 small effector protein homolog 	0.887682410102469	1
LOC725688	-2401.324959	-2398.525131	5.59966	Habro	Canon	 lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog 	0.0179639634180807	1
LOC725690	-4187.092062	-4187.092062	0	Habro	NonCanon	 tetraspanin-3 	1	1
LOC725701	-7080.88993	-7080.88993	0	Habro	NonCanon	 sialin-like 	1	1
LOC725705	-1294.90854	-1294.90854	0	Habro	NonCanon	 mitochondrial import inner membrane translocase subunit Tim13 	1	1
LOC725719	-14069.971875	-14069.971875	0	Habro	NonCanon	 DNA-directed RNA polymerase I subunit RPA2 	1	1
LOC725744	-2703.52568	-2702.434487	2.18239	Habro	NonCanon	 ubiquitin thioesterase otubain-like 	0.139597531456809	1
LOC725753	-3532.693903	-3531.719228	1.94935	Habro	NonCanon	 transmembrane protein 45B 	0.16265691163562	1
LOC725756	-6755.551593	-6755.551593	0	Habro	Canon	 beta-galactosidase 	1	1
LOC725770	-9183.346718	-9183.346718	0	Habro	Canon	 phosphatidylinositol 3-kinase catalytic subunit type 3 	1	1
LOC725780	-4299.009893	-4299.009893	0	Habro	NonCanon	 ubiquitin carboxyl-terminal hydrolase calypso 	1	1
LOC725801	-4896.533826	-4896.533826	0	Habro	NonCanon	 G/T mismatch-specific thymine DNA glycosylase 	1	1
LOC725835	-1358.532943	-1358.532943	0	Habro	NonCanon	 DNA polymerase epsilon subunit 4 	1	1
LOC725856	-1569.41879	-1569.41879	0	Habro	NonCanon	 ras-related protein Rab-6.2 	1	1
LOC725880	-784.86781	-784.867809	2e-06	Habro	NonCanon	 small nuclear ribonucleoprotein F 	0.998871621209031	1
LOC725881	-3508.907541	-3508.907541	0	Habro	NonCanon	 uncharacterized LOC725881 	1	1
LOC725896	-6155.656334	-6142.653469	26.0057	Habro	NonCanon	 nucleoporin p58/p45 	3.40410825998561e-07	0.000351644383256514
LOC725899	-5335.866995	-5331.17186	9.39027	Habro	Canon	 alpha-N-acetylgalactosaminidase 	0.00218140076559348	1
LOC725922	-7229.072183	-7229.072183	0	Habro	NonCanon	 mitochondrial basic amino acids transporter 	1	1
LOC725942	-1797.13088	-1797.13088	0	Habro	NonCanon	 glutathione S-transferase 1-1 	1	1
LOC725947	-697.807639	-697.807638	2e-06	Habro	NonCanon	 U6 snRNA-associated Sm-like protein LSm6 	0.998871621209031	1
LOC726002	-14679.814269	-14673.636547	12.3554	Habro	Canon	 tyrosine-protein kinase hopscotch 	0.000439712769101255	0.440592194639458
LOC726015	-3668.53126	-3668.429142	0.204236	Habro	NonCanon	 cytoplasmic dynein 2 light intermediate chain 1 	0.651323177540257	1
LOC726030	-9866.474247	-9866.474247	0	Habro	NonCanon	 transmembrane protein 214-A 	1	1
LOC726040	-12604.269861	-12604.269861	0	Habro	NonCanon	 4-coumarate--CoA ligase 1 	1	1
LOC726061	-1378.641327	-1378.641327	0	Habro	NonCanon	 mitochondrial import inner membrane translocase subunit Tim10 	1	1
LOC726095	-4069.804196	-4069.804196	0	Habro	NonCanon	 galactoside 2-alpha-L-fucosyltransferase 2 	1	1
LOC726102	-7503.860564	-7497.449633	12.8219	Habro	NonCanon	 transmembrane protein 135 	0.000342585650957498	0.344298579212286
LOC726118	-1703.613917	-1702.276142	2.67555	Habro	NonCanon	 uncharacterized LOC726118 	0.101900116644171	1
LOC726131	-1224.59276	-1224.59276	0	Habro	NonCanon	 mitochondrial import inner membrane translocase subunit Tim10B 	1	1
LOC726163	-3001.094206	-2999.268464	3.65148	Habro	NonCanon	 methyltransferase-like protein 5 	0.0560194110061097	1
LOC726164	-2473.851746	-2473.851746	0	Habro	NonCanon	 uncharacterized protein CG1161 	1	1
